imdb_id,rank_afc_2007,rank_afc_1998,rank_wga_2005,rank_ss_2012,included_in_guardian_list,included_in_1001_book,title,year,rated,released,runtime,genre,director,writer,actors,plot,language,country,awards,poster,metascore,imdb_rating,imdb_votes,alternate_title
tt0084628,,,,,,TRUE,Sans Soleil,1983,NOT RATED,2-Mar-83,100 min,"Documentary, Drama",Chris Marker,Chris Marker,"Florence Delay, Arielle Dombasle, Riyoko Ikeda, Charlotte Kerr","""He wrote me...."" A woman narrates the thoughts of a world traveler, meditations on time and memory expressed in words and images from places as far-flung as Japan, Guinea-Bissau, Iceland, ...","French, Japanese, English",France,4 wins.,http://ia.media-imdb.com/images/M/MV5BMTM5MzIyNTIxMV5BMl5BanBnXkFtZTcwODIyMTY0MQ@@._V1_SX300.jpg,N/A,8.2,"6,597",Sans Soleil (Sunless)
tt0084390,,,,,,TRUE,The Ballad of Narayama,1983,NOT RATED,29-Apr-83,130 min,Drama,Sh_´hei Imamura,"Sh_´hei Imamura (screenplay), Shichir_´ Fukazawa (novel)","Ken Ogata, Sumiko Sakamoto, Tonpei Hidari, Aki Takej_´","In a poor 19th century rural Japanese village, everyone who reaches the age of 70 has to climb a nearby mountain to die. An old woman is getting close to the cut-off age, and we follow her last days with her family.",Japanese,Japan,9 wins & 8 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwNjMzODE4Nl5BMl5BanBnXkFtZTcwMDM4ODE3MQ@@._V1_SX300.jpg,N/A,7.9,"5,071","Ballad of Narayama, The (Narayama-bushi ko)"
tt0085482,,,,,,TRUE,El Norte,1983,R,27-Jan-84,141 min,Drama,Gregory Nava,"Gregory Nava (story), Anna Thomas","Ernesto G__mez Cruz, David Villalpando, Zaide Silvia Guti_©rrez, Alicia del Lago",Peasants escaping mindless labor and a murderous Guatemalan government head to America in hopes for something better.,"English, Maya, Spanish","UK, USA",Nominated for 1 Oscar. Another 3 wins & 1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTQwMTcyODQwN15BMl5BanBnXkFtZTcwNTc1ODQyMg@@._V1_SX300.jpg,67,7.8,"3,730",El Norte
tt0086543,,,,,,TRUE,The 4th Man,1983,UNRATED,24-Mar-83,102 min,"Drama, Mystery, Thriller",Paul Verhoeven,"Gerard Reve (novel), Gerard Soeteman","Jeroen Krabb_©, Ren_©e Soutendijk, Thom Hoffman, Dolf de Vries",A man who has been having visions of an impending danger begins an affair with a woman who may lead him to his doom.,Dutch,Netherlands,4 wins & 2 nominations.,http://ia.media-imdb.com/images/M/MV5BMTY4MjA5NzM5NV5BMl5BanBnXkFtZTcwNzMzNjYxMQ@@._V1_SX300.jpg,N/A,7.3,"5,315","Fourth Man, The (De vierde man)"
tt0086541,,,,,,TRUE,Videodrome,1983,R,4-Feb-83,87 min,"Horror, Mystery, Sci-Fi",David Cronenberg,David Cronenberg,"James Woods, Sonja Smits, Debbie Harry, Peter Dvorsky",A sleazy cable-TV programmer begins to see his life and the future of media spin out of control in a very unusual fashion when he acquires a new kind of programming for his station.,English,Canada,3 wins & 7 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyODQ0OTY4M15BMl5BanBnXkFtZTcwMTk2ODYyMQ@@._V1_SX300.jpg,60,7.3,"61,272",Videodrome
tt0085426,,,,,,TRUE,Le Dernier Combat (The Last Battle),1983,R,12-Jun-84,92 min,Sci-Fi,Luc Besson,"Luc Besson, Pierre Jolivet","Pierre Jolivet, Jean Bouise, Fritz Wepper, Jean Reno","In the post-apocalyptic future, only a few humans are left. No one is able to speak; the film contains no dialogue, and characters communicate non-verbally. A determined loner befriends a ...",None,France,8 wins & 3 nominations.,http://ia.media-imdb.com/images/M/MV5BMTg4OTg5NTM0N15BMl5BanBnXkFtZTcwMTEyOTQyMQ@@._V1_SX300.jpg,N/A,6.9,"4,352","Last Battle, The (Le dernier combat)"
tt0087332,,,,,,TRUE,Ghostbusters,1984,PG,8-Jun-84,105 min,"Action, Adventure, Comedy",Ivan Reitman,"Dan Aykroyd, Harold Ramis","Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis",Three former parapsychology professors set up shop as a unique ghost removal service.,English,USA,Nominated for 2 Oscars. Another 6 wins & 6 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMjYyNzgwMl5BMl5BanBnXkFtZTgwMTE3MjYyMTE@._V1_SX300.jpg,67,7.8,"275,143",Ghostbusters
tt0086960,,,,,,TRUE,Beverly Hills Cop,1984,R,5-Dec-84,105 min,"Action, Comedy, Crime",Martin Brest,"Daniel Petrie Jr. (screenplay), Danilo Bach (story), Daniel Petrie Jr. (story)","Eddie Murphy, Judge Reinhold, John Ashton, Lisa Eilbacher",A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.,English,USA,Nominated for 1 Oscar. Another 3 wins & 4 nominations.,http://ia.media-imdb.com/images/M/MV5BZjhhOWMyNTEtYWUzYi00OTU2LWJkYTUtMjQwMTdhZjNjNTBlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,64,7.3,"127,238",Beverly Hills Cop
tt0088247,,,,,TRUE,TRUE,The Terminator,1984,R,26-Oct-84,107 min,"Action, Sci-Fi",James Cameron,"James Cameron, Gale Anne Hurd, William Wisher Jr. (additional dialogue)","Arnold Schwarzenegger, Michael Biehn, Linda Hamilton, Paul Winfield","A human-looking indestructible cyborg is sent from 2029 to 1984 to assassinate a waitress, whose unborn son will lead humanity in a war against the machines, while a soldier from that war is sent to protect her at all costs.","English, Spanish","UK, USA",5 wins & 6 nominations.,http://ia.media-imdb.com/images/M/MV5BODE1MDczNTUxOV5BMl5BanBnXkFtZTcwMTA0NDQyNA@@._V1_SX300.jpg,83,8.1,"604,491","Terminator, The"
tt0086497,,,,,,TRUE,Utu,1984,R,27-Jun-84,104 min,"Adventure, Drama, History",Geoff Murphy,"Keith Aberdein, Geoff Murphy","Anzac Wallace, Bruno Lawrence, Tim Elliott, Kelly Johnson",In New Zealand in the 1860s the native Maori people fought the British colonials to keep the land guaranteed to them by treaty. The warrior Te Wheke fights for the British until betrayal ...,English,New Zealand,1 nomination.,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmJmZTAwYTEtOTVmMy00Nzk5LTg0NmEtZTAyYzA2YzFjNTM5XkEyXkFqcGdeQXVyNTQ3MjQ2MjY@._V1_UY268_CR0,0,182,268_AL_.jpg",N/A,7.1,619,Utu
tt0087892,,,,,,TRUE,A Passage to India,1984,PG,1-Feb-85,164 min,"Adventure, Drama, History",David Lean,"E.M. Forster (by), E.M. Forster (based on the novel by), Santha Rama Rau (and the play by), David Lean (screenplay)","Judy Davis, Victor Banerjee, Peggy Ashcroft, James Fox","Cultural mistrust and false accusations doom a friendship in British colonial India between an Indian doctor, an Englishwoman engaged to marry a city magistrate, and an English educator.","English, Hindi","UK, USA",Won 2 Oscars. Another 19 wins & 26 nominations.,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4MzMzMTUzMV5BMl5BanBnXkFtZTgwNzAzMDUxMDE@._V1_UX182_CR0,0,182,268_AL_.jpg",N/A,7.4,"13,077","Passage to India, A"
tt0086879,,53,73,,,TRUE,Amadeus,1984,R,5-Apr-85,160 min,"Biography, Drama, History",Milos Forman,"Peter Shaffer (original stage play), Peter Shaffer (original screenplay)","F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Roy Dotrice","The incredible story of Wolfgang Amadeus Mozart, told by his peer and secret rival Antonio Salieri - now confined to an insane asylum.","English, Italian, Latin, German","USA, France",Won 8 Oscars. Another 33 wins & 14 nominations.,http://ia.media-imdb.com/images/M/MV5BMTg5NDkwMTk5N15BMl5BanBnXkFtZTYwODg3MDk2._V1_SX300.jpg,93,8.3,"272,663",Amadeus
tt0088184,,,,,,TRUE,Stranger Than Paradise,1984,R,9-Nov-84,89 min,"Comedy, Drama",Jim Jarmusch,Jim Jarmusch,"John Lurie, Eszter Balint, Richard Edson, Cecillia Stark",A self-styled New York hipster is paid a surprise visit by his younger cousin from Budapest. From initial hostility and indifference a small degree of affection grows between the two. Along...,"English, Hungarian","USA, West Germany",8 wins & 2 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2ODUxMjk5NV5BMl5BanBnXkFtZTgwODQ5NjYzNDE@._V1_SX300.jpg,N/A,7.6,"25,431",Stranger than Paradise
tt0088258,,,,,TRUE,TRUE,This Is Spinal Tap,1984,R,2-Mar-84,82 min,"Comedy, Music",Rob Reiner,"Christopher Guest, Michael McKean, Harry Shearer, Rob Reiner","Rob Reiner, Kimberly Stringer, Chazz Dominguez, Shari Hall","Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DeBergi on what proves to be a fateful tour.",English,USA,2 wins & 2 nominations.,http://ia.media-imdb.com/images/M/MV5BMTQ2MTIzMzg5Nl5BMl5BanBnXkFtZTgwOTc5NDI1MDE@._V1_SX300.jpg,85,8,N/A,This is Spinal Tap
tt0087843,,,,,,TRUE,Once Upon a Time in America,1984,R,1-Jun-84,229 min,"Crime, Drama",Sergio Leone,"Harry Grey (novel), Leonardo Benvenuti (screenplay), Piero De Bernardi (screenplay), Enrico Medioli (screenplay), Franco Arcalli (screenplay), Franco Ferrini (screenplay), Sergio Leone (screenplay), Stuart Kaminsky (additional dialogue)","Robert De Niro, James Woods, Elizabeth McGovern, Joe Pesci","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.","English, Italian, French","Italy, USA",Nominated for 2 Golden Globes. Another 11 wins & 7 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMGFkNWI4MTMtNGQ0OC00MWVmLTk3MTktOGYxN2Y2YWVkZWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,N/A,8.4,"223,679",Once Upon a Time in America
tt0087884,,,,,,TRUE,"Paris, Texas",1984,R,19-Sep-84,147 min,Drama,Wim Wenders,"L.M. Kit Carson (adaptation), Sam Shepard","Harry Dean Stanton, Sam Berry, Bernhard Wicki, Dean Stockwell","Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",English,"West Germany, France, UK",Nominated for 1 Golden Globe. Another 16 wins & 8 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BM2RjMmU3ZWItYzBlMy00ZmJkLWE5YzgtNTVkODdhOWM3NGZhXkEyXkFqcGdeQXVyNDA5Mjg5MjA@._V1_SX300.jpg,N/A,8.1,"50,636","Paris, Texas"
tt0087553,,,,,,TRUE,The Killing Fields,1984,R,1-Feb-85,141 min,"Drama, History, War",Roland Joff_©,Bruce Robinson (screenplay),"Sam Waterston, Haing S. Ngor, John Malkovich, Julian Sands","A journalist is trapped in Cambodia during tyrant Pol Pot's bloody ""Year Zero"" cleansing campaign, which claimed the lives of two million ""undesirable"" civilians.","English, French, Khmer, Russian",UK,Won 3 Oscars. Another 24 wins & 22 nominations.,http://ia.media-imdb.com/images/M/MV5BMjE3OTEwMjk2Nl5BMl5BanBnXkFtZTcwOTgwNTMyMQ@@._V1_SX300.jpg,N/A,7.9,"42,170","Killing Fields, The"
tt0087781,,,,,,TRUE,The Natural,1984,PG,11-May-84,138 min,"Drama, Sport",Barry Levinson,"Bernard Malamud (novel), Roger Towne (screenplay), Phil Dusenberry (screenplay)","Robert Redford, Robert Duvall, Glenn Close, Kim Basinger","An unknown middle-aged batter named Roy Hobbs with a mysterious past appears out of nowhere to take a losing 1930s baseball team to the top of the league in this magical sports fantasy. With the aid of a bat cut from a lightning struck tree, Hobbs lives the fame he should have had earlier when, as a rising pitcher, he is inexplicably shot by a young woman.",English,USA,Nominated for 4 Oscars. Another 3 wins & 4 nominations.,"https://images-na.ssl-images-amazon.com/images/M/MV5BOWNlNTkzNzEtNDRhOS00MTE1LTk4MjQtZmY2YTgwMTNmMWQwXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg",N/A,7.5,"35,918","Natural, The"
tt0087800,,,,,,TRUE,A Nightmare on Elm Street,1984,X,16-Nov-84,91 min,Horror,Wes Craven,Wes Craven,"John Saxon, Ronee Blakley, Heather Langenkamp, Amanda Wyss","Several people are hunted by a cruel serial killer who kills his victims in their dreams. While the survivors are trying to find the reason for being chosen, the murderer won't lose any chance to kill them as soon as they fall asleep.",English,USA,2 wins & 3 nominations.,http://ia.media-imdb.com/images/M/MV5BMTk0NDI3NTEwMV5BMl5BanBnXkFtZTgwNjgwNDgwNzE@._V1_SX300.jpg,78,7.5,"150,319","Nightmare on Elm Street, A"
tt0089881,,,,,TRUE,TRUE,Ran,1985,R,1-Jun-85,162 min,"Action, Drama",Akira Kurosawa,"Akira Kurosawa (screenplay), Hideo Oguni (screenplay), Masato Ide (screenplay), William Shakespeare (play)","Tatsuya Nakadai, Akira Terao, Jinpachi Nezu, Daisuke Ry_»","In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",Japanese,"Japan, France",Won 1 Oscar. Another 26 wins & 22 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNTEyNjg0MDM4OF5BMl5BanBnXkFtZTgwODI0NjUxODE@._V1_SX300.jpg,96,8.3,"78,629",Ran
tt0088763,,,56,,TRUE,TRUE,Back to the Future,1985,PG,3-Jul-85,116 min,"Adventure, Comedy, Sci-Fi",Robert Zemeckis,"Robert Zemeckis, Bob Gale","Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover","Marty McFly, a 17-year-old high school student, is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.",English,USA,Won 1 Oscar. Another 18 wins & 26 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,86,8.5,"743,654",Back To The Future
tt0089603,,,,,,TRUE,Mishima: A Life in Four Chapters,1985,R,20-Sep-85,121 min,"Biography, Drama",Paul Schrader,"Paul Schrader, Leonard Schrader","Ken Ogata, Masayuki Shionoya, Hiroshi Mikami, Junya Fukuda",A fictionalized account in four segments of the life of Japan's celebrated twentieth-century author Yukio Mishima. Three of the segments parallel events in Mishima's life with his novels (...,"Japanese, English","USA, Japan",1 win & 1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTAyMzM5MjAzODFeQTJeQWpwZ15BbWU3MDU3NzYwNzE@._V1_SX300.jpg,N/A,7.9,"5,231",Mishima: A Life in Four Chapters
tt0090185,,,,,,TRUE,"A Time to Live, a Time to Die",1985,N/A,N/A,138 min,"Biography, Drama","Hsiao-Hsien Hou, Jia-hua Lao, Li-Yin Yang, Hsiao-ming Hsu","T'ien-wen Chu, Hsiao-Hsien Hou","Chia-bao Chang, Neng Chang, Chih-Chen Chen, Han-wen Chen","The semi-autobiographical film on director Hou Hsiao-Hsien's childhood and adolescence, when he was growing up in Taiwan, living through the deaths of his father, mother and grandmother.","Mandarin, Hakka, Mandarin",Taiwan,8 wins & 5 nominations.,http://ia.media-imdb.com/images/M/MV5BZTI4ZWQwYzUtYTk4Ni00ZjRjLWI1OGUtNjNiNjFkYWRiNWY1XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,N/A,7.9,"1,450","Time to Live and a Time to Die, A (Tong nien wang shi)"
tt0089755,,,,,,TRUE,Out of Africa,1985,PG,20-Dec-85,161 min,"Biography, Drama, Romance",Sydney Pollack,"Karen Blixen (based upon: ""Out of Africa"" and other writings), Judith Thurman (book), Errol Trzebinski (book), Kurt Luedtke (screenplay)","Meryl Streep, Robert Redford, Klaus Maria Brandauer, Michael Kitchen","In 20th-century colonial Kenya, a Danish baroness/plantation owner has a passionate love affair with a free-spirited big-game hunter.","English, Swahili","USA, UK",Won 7 Oscars. Another 22 wins & 28 nominations.,http://ia.media-imdb.com/images/M/MV5BNjg0ODYyMjk0MV5BMl5BanBnXkFtZTgwNzc2OTgzMTE@._V1_SX300.jpg,N/A,7.2,"52,744",Out of Africa
tt0092048,,,,,,TRUE,Tampopo,1985,N/A,1-Sep-87,114 min,Comedy,J_»z_´ Itami,J_»z_´ Itami,"Tsutomu Yamazaki, Nobuko Miyamoto, K_´ji Yakusho, Ken Watanabe",A truck driver stops at a small family-run noodle shop and decides to help its fledgling business. The story is intertwined with various vignettes about the relationship of love and food.,Japanese,Japan,5 wins & 4 nominations.,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTI1NTYxNjg5Ml5BMl5BanBnXkFtZTcwMTM5ODI3Mw@@._V1_UY268_CR1,0,182,268_AL_.jpg",N/A,7.9,"9,547",Tampopo
tt0089841,,,,,,TRUE,Prizzi's Honor,1985,R,14-Jun-85,130 min,"Comedy, Crime, Drama",John Huston,"Richard Condon (novel), Richard Condon (screenplay), Janet Roach (screenplay)","Jack Nicholson, Kathleen Turner, Robert Loggia, John Randolph",A professional hit man and hit woman fall in love.,English,USA,Won 1 Oscar. Another 24 wins & 25 nominations.,http://ia.media-imdb.com/images/M/MV5BZmVmOGIzNDUtODYwZi00NWI2LTlhOGQtNmU1ZjU2OGFiOTRlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,N/A,6.8,"18,607",Prizzi's Honor
tt0088847,,,,,,TRUE,The Breakfast Club,1985,R,15-Feb-85,97 min,"Comedy, Drama",John Hughes,John Hughes,"Emilio Estevez, Paul Gleason, Anthony Michael Hall, John Kapelos","Five high school students, all different stereotypes, meet in detention, where they pour their hearts out to each other, and discover how they have a lot more in common than they thought.",English,USA,1 win.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTM5N2ZmZTMtNjlmOS00YzlkLTk3YjEtNTU1ZmQ5OTdhODZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,62,7.9,"260,491","Breakfast Club, The"
tt0089853,,,,,,TRUE,The Purple Rose of Cairo,1985,PG,19-Apr-85,82 min,"Comedy, Fantasy, Romance",Woody Allen,Woody Allen,"Mia Farrow, Jeff Daniels, Danny Aiello, Irving Metzman","In New Jersey in 1935, a movie character walks off the screen and into the real world.",English,USA,Nominated for 1 Oscar. Another 14 wins & 14 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyODM2ODI0OF5BMl5BanBnXkFtZTcwOTIwMzg4NA@@._V1_SX300.jpg,75,7.8,"36,666","Purple Rose of Cairo, The"
tt0090329,,,80,,,,Witness,1985,R,8-Feb-85,112 min,"Crime, Drama, Romance",Peter Weir,"William Kelley (story by), Pamela Wallace (story by), Earl W. Wallace (story by), Earl W. Wallace (screenplay), William Kelley (screenplay)","Harrison Ford, Kelly McGillis, Josef Sommer, Lukas Haas",A young Amish boy is sole witness to a murder; policeman John Book goes into hiding in Amish country to protect him until the trial.,"English, German",USA,Won 2 Oscars. Another 10 wins & 26 nominations.,http://ia.media-imdb.com/images/M/MV5BODEwN2YwMGEtMGJhZS00YmIzLWJjNDgtNzM0MmNhODc4ZjY4XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,76,7.4,"67,325",Witness
tt0091943,,,,,,TRUE,Sherman's March,1985,N/A,4-Feb-88,157 min,"Documentary, Biography, Romance",Ross McElwee,Ross McElwee,"Ross McElwee, Dede McElwee, Ross McElwee Jr., Patricia Rendleman","Ross McElwee sets out to make a documentary about the lingering effects of General Sherman's march of destruction through the South during the Civil War, but is continually sidetracked by ...",English,USA,7 wins & 2 nominations.,http://ia.media-imdb.com/images/M/MV5BMTI5OTEzNDcwOV5BMl5BanBnXkFtZTcwMjYzMjUyMQ@@._V1_SX300.jpg,N/A,7.5,"1,818",Sherman's March
tt0090015,,,,29,,TRUE,Shoah,1985,NOT RATED,1-Nov-85,566 min,"Documentary, History, War",Claude Lanzmann,Claude Lanzmann,"Simon Srebnik, Michael Podchlebnik, Motke Za_¯dl, Hanna Za_¯dl",Claude Lanzmann's epic documentary recounts the story of the Holocaust through interviews with witnesses - perpetrators as well as survivors.,"German, Hebrew, Polish, Yiddish, French","France, UK",14 wins.,https://images-na.ssl-images-amazon.com/images/M/MV5BYjgxNDYxNzAtMzY2ZC00OTk3LWI1NWEtOTBiZjliNGIxOWY1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,99,8.4,"5,823",Shoah
tt0088939,,,,,,TRUE,The Color Purple,1985,PG-13,7-Feb-86,154 min,Drama,Steven Spielberg,"Alice Walker (novel), Menno Meyjes (screenplay)","Danny Glover, Whoopi Goldberg, Margaret Avery, Oprah Winfrey",A black Southern woman struggles to find her identity after suffering years of abuse from her father and others over 40 years.,English,USA,Nominated for 11 Oscars. Another 13 wins & 13 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BZDRkOWQ5NGUtYTVmOS00ZjNhLWEwODgtOGI2MmUxNTBkMjU0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,78,7.8,"61,623","Color Purple, The"
tt0089276,,,,,,TRUE,The Official Story,1985,NOT RATED,8-Nov-85,112 min,"Drama, History, War",Luis Puenzo,"A__da Bortnik, Luis Puenzo","H_©ctor Alterio, Norma Aleandro, Chunchuna Villafa_±e, Hugo Arana","After the end of the Dirty War, a high school teacher sets out to find out who the mother of her adopted daughter is.","Spanish, English",Argentina,Won 1 Oscar. Another 23 wins & 9 nominations.,http://ia.media-imdb.com/images/M/MV5BYTUyNGU4NmEtMGYyMC00OGFlLTkzYzYtZGM3MTMyZDY2YWVhXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,N/A,7.8,"5,300","Official Story, The (La historia oficial)"
tt0089869,,,,,,TRUE,The Quiet Earth,1985,R,18-Oct-85,91 min,"Drama, Mystery, Sci-Fi",Geoff Murphy,"Craig Harrison (novel), Bill Baer, Bruno Lawrence, Sam Pillsbury","Bruno Lawrence, Alison Routledge, Pete Smith, Anzac Wallace","A man named Zac Hobson awakens to find himself alone in the world. In a desperate attempt to search for others, he finds only two who have their own agenda.",English,New Zealand,10 wins.,http://ia.media-imdb.com/images/M/MV5BMTk2MjM1NjgzNl5BMl5BanBnXkFtZTcwMTc5ODIzMQ@@._V1_SX300.jpg,N/A,6.8,"20,266","Quiet Earth, The"
tt0089424,,,,,,TRUE,Kiss of the Spider Woman,1985,R,26-Jul-85,120 min,"Drama, Romance",Hector Babenco,"Manuel Puig (based on the novel by), Leonard Schrader","William Hurt, Raul Julia, Sonia Braga, Jos_© Lewgoy","Luis Molina and Valentin Arregui are cell mates in a South American prison. Luis, a trans individual, is found guilty of immoral behavior and Valentin is a political prisoner. To escape ...","English, French, Portuguese, German","Brazil, USA",Won 1 Oscar. Another 10 wins & 11 nominations.,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzOTg0MDEwOV5BMl5BanBnXkFtZTcwNTg1OTM2MQ@@._V1._CR12,11,306,484_UX182_CR0,0,182,268_AL_.jpg",80,7.4,"10,952",Kiss of the Spider Woman
tt0089960,,,,,,TRUE,Vagabond,1985,NOT RATED,16-May-86,105 min,"Drama, Romance",Agn_¨s Varda,Agn_¨s Varda,"Sandrine Bonnaire, Setti Ramdane, Francis Balch_¨re, Jean-Louis Perletti","A young woman's body is found frozen in a ditch. Through flashbacks and interviews, we see the events that led to her inevitable death.","French, Arabic, English",France,8 wins & 5 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMzc4YWQ1NTMtMmY4Ny00OGI1LWFhMzMtODNmOWU4YTI4NmQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,7.8,"4,598",Vagabond (Sans toit ni loi)
tt0091867,,,,,TRUE,TRUE,A Room with a View,1985,UNRATED,11-Apr-86,117 min,"Drama, Romance",James Ivory,"E.M. Forster (novel), Ruth Prawer Jhabvala (screenplay)","Maggie Smith, Helena Bonham Carter, Denholm Elliott, Julian Sands","When Lucy Honeychurch and chaperone Charlotte Bartlett find themselves in Florence with rooms without views, fellow guests Mr Emerson and son George step in to remedy the situation. Meeting...","English, Italian",UK,Won 3 Oscars. Another 21 wins & 23 nominations.,http://ia.media-imdb.com/images/M/MV5BMTQyODE1NzMxMl5BMl5BanBnXkFtZTgwMjU2MTUxMDE@._V1_SX300.jpg,80,7.4,"29,764","Room with a View, A"
tt0088846,,,,,TRUE,TRUE,Brazil,1985,R,18-Dec-85,132 min,"Drama, Sci-Fi",Terry Gilliam,"Terry Gilliam (screenplay), Tom Stoppard (screenplay), Charles McKeown (screenplay)","Jonathan Pryce, Robert De Niro, Katherine Helmond, Ian Holm",A bureaucrat in a retro-future world tries to correct an administrative error and himself becomes an enemy of the state.,English,UK,Nominated for 2 Oscars. Another 8 wins & 3 nominations.,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTRjOWMxYWItNTBiOS00MWFkLTk4YWQtNTQ1NzQyYWIyNzQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR4,0,182,268_AL_.jpg",88,8,"153,060",Brazil
tt0091251,,,,,,TRUE,Come and See,1985,NOT RATED,17-Oct-85,140 min,"Drama, War",Elem Klimov,"Ales Adamovich (screenplay), Ales Adamovich (story), Elem Klimov (screenplay)","Aleksey Kravchenko, Olga Mironova, Liubomiras Laucevicius, Vladas Bagdonas","After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.","Belarusian, Russian, German",Soviet Union,2 wins.,http://ia.media-imdb.com/images/M/MV5BMjIyMjM4NTQ2OF5BMl5BanBnXkFtZTgwOTM4MTI2MTE@._V1_SX300.jpg,N/A,8.3,"25,971",Come and See (Idi i smotri)
tt0090605,,,,,,TRUE,Aliens,1986,R,18-Jul-86,137 min,"Action, Adventure, Sci-Fi",James Cameron,"James Cameron (story), David Giler (story), Walter Hill (story), Dan O'Bannon (characters), Ronald Shusett (characters), James Cameron (screenplay)","Sigourney Weaver, Carrie Henn, Michael Biehn, Paul Reiser","The moon from Alien (1979) has been colonized, but contact is lost. This time, the rescue team has impressive firepower, but will it be enough?",English,"USA, UK",Won 2 Oscars. Another 17 wins & 22 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTYxZGJkNDUtOWRmMy00M2JjLWJiNjAtNTE0OWU0ODU1MDdiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,87,8.4,"493,073",Aliens
tt0092099,,,,,,TRUE,Top Gun,1986,PG,16-May-86,110 min,"Action, Drama, Romance",Tony Scott,"Jim Cash, Jack Epps Jr., Ehud Yonay (magazine article ""Top Guns"")","Tom Cruise, Kelly McGillis, Val Kilmer, Anthony Edwards","As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.",English,USA,Won 1 Oscar. Another 10 wins & 5 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BZjQxYTA3ODItNzgxMy00N2Y2LWJlZGMtMTRlM2JkZjI1ZDhhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,N/A,6.9,"221,432",Top Gun
